2,#IReallyHateWhenPeople TyP3 L!k3 tH!S Or #Use #Hashtags #In #Every #Word #On #Twitter
2,Head to our FB page for a link to the @Apple Community Support Page detailing how to turn off #newsstand auto renewal.\n\nhttp://t.co/65HPp0tu
2,i want him to make a #Twitter
3,#Android #Google Need Proof of Verizon's Galaxy Nexus? http://t.co/jcP7bkvg #DhilipSiva
2,Lol Smh gudnite #twitter
0,@jowyang it's difficult to pass up #google+ considering the social seo benefits of google+ vs facebook
2,@obsexxed69 got one of the dopest blogs on #Twitter and #Tumblr...#RealTalk
0,RT @bmann Awesome! @TommyLee is moving to #Vancouver as Dev Evangelist for #Microsoft - we finally get a local
2,"Omni Touch Screen System: going beyond the touch screens"" http://t.co/SH2fCwuS  #Featured #Tech&amp;Gadgets #Microsoft #Omnitouch"""
2,#Microsoft CEO Looks Ahead at Social and Mobile Plans http://t.co/wYmFplCs #marketing
0,The new Google Nexus page is live! - http://t.co/zrqoeWxI #nexus #google #android #icecreamsandwich
1,@kirstiealley I hate going to the dentist.. !!!
1,@NickTheFNicon He can send but not rcve txts so he has an apt @apple at 4pm.Then he exclaims: And I waited a whole YEAR for this phone!!LMAO
2,#twitter off!!...
3,#Google to stop giving referral data - by moving to #SSL? http://t.co/wTjiX29b
2,#Twitter Buzz Builds for the #Occupy_Wall_Street Movement [CHARTS] http://t.co/gHCez2Yk
2,"So sleepy and tired, going to bed! Nigh #Twitter !"
3,Why is the new @apple iPhone OS duplicating all my iCal events? There's 2 of everything. How do I fix it? (tried turning iCloud off)
0,"House Correspondents dinner was last night whoopi, barbara &amp; sherri went, Obama got a standing ovation"
1,OMG - time warner f'ed up my internet install - instead of today  its now NEXT saturday - another week w/o internet! &amp;$*ehfa^V9fhg[*# fml.
2,@apple http://t.co/LKm2JzIN
2,The new @apple #find my friends app is great.... except the part where you have to log in everytime. Get back to me when this is changed...
2,#Microsoft Windows Server 2008 R2 Enterprise OEM #preisvergleich http://t.co/0jWsfMQn Bewertung softline24 #test #Microsoft
2,RT @Capo_Young: ONE SERIOUS STATEMENT THO ! \n#Twitter BLOCKED the #Troy Davis #TT \n#Twitter was COOL w #AmberCole \nin my opinion .... BU ...
2,Ballmer's vision for #Microsoft http://t.co/MWlPnWtM
0,enjoy  #Microsoft #Search Idea Could Let You Search Like Miley http://t.co/GWOkOCEg great
2,"Thanks, @Apple. Now even more people on the bus are talking to inanimate objects. Harder than ever to tell who's crazy and who's hip."
2,#Teamfollowback #Microsoft investigating Windows Phone Mango Zune freezing problems
1,Reading the tweets coming out of Iran... The whole thing is terrifying and incredibly sad...
0,Check out the new #Microsoft #faculty fellows here: http://t.co/GCicPEX4 poised to change the world!
2,"dear @apple please invent FaceTime Voicemails."" sincerely"" haendel balzora jr. #apple"""
2,Did a couple of changes..#Twitter
0,Laying down on my bed and I'm on my favorite app. #twitternation #twitter &gt; #facebook
2,I love my #twitter name.
2,\xab@BigBellyBigCuz RT @Free_Nuttball #fuckyoumean #Pittsburgh don't got the best #twitter.\xbb
0,#GOOGLE #ANDROID 4.0 out ;-) Available with #SAMSUNG nexus!
0,Inline keyboard spell check is nice #ICS with native voice dictation. #Android #Google
2,Well I'm kinda really #bored right now.... time to waste some time reading #quotes on #twitter
2,Calling All #IceCreamSandwich Lovers | #Google & #Samsung Like in Hong Kong - A new look at what's new from Android http://t.co/eizExUn0
1,"System.IO.File.Delete - You lie! You didn't delete my file, and you didn't throw an exception. WTF!? #microsoft #net"
1,Played with an android google phone. The slide out screen scares me I would break that fucker so fast. Still prefer my iPhone.
1,i hate comcast right now. everything is down cable internet &amp; phone....ughh what am i to do
2,Now it's time for some Ice Cream Sandwich! #Samsung launched it's latest Android Galaxy Nexus phone powered by #Google
2,"#Android #Google Official Galaxy Nexus Site Goes Live, Highlights Ice Cream Sandwich And Galaxy Nexus... http://t.co/4ijvupvq #DhilipSiva"
2,Put your twitter on autopilot and let it gain followers for you!! http://t.co/hze1TqAl #TeamFollowBack #Twitter #autopilot #1000aday 21
1,"Dear @Apple Contacts, you are terrible. I just cleaned duplicates for 3 hours and they magically reappeared. Fix it."
2,First dentist appointment [in years] on Wednesday possibly.
2,Got to do it!RT @ElderMLTillerJr: I am cracking up at @BishopWSThomas advertising for #Twitter LOL
0,YAAASSS!!! Tatiana Maslany  #Emmys I'm so happy!!!
2,getn off gn #twitter
2,Steve Ballmer slams Android #microsoft #steveballmer http://t.co/iYTWIZzv #microsoft
1,"If @apple doesn't fix iOS5 this week, I'm buying a droid #emptythreats"
2,#Twitter off! See ya :D @justinbieber Love u and have #SweetDreams. \u2665
2,Good night to the #twitter world! #sleeptight
2,iPhone 4S 8MP camera : It\xb4s a SONY. http://t.co/njTHOi2x @sony @apple #apple #iphone4S #cameras
3,#Retweets section of my #twitter account has not been working for 17 hours! Is Everyone else having this problem? #RT #RTs
0,Wow everyone at the Google I/O conference got free G2's with a month of unlimited service
0,Telegraph reports that the biggest threat to #facebook is its power users have shifted to #twitter or #google+ http://t.co/JHdTYKCV
2,Safeway offering mobile coupons http://bit.ly/ONH7w
2,RT @NeowinFeed: Microsoft Stores offer up free Windows Phone 7 devices #microsoft #microsoftstores http://t.co/hJ8qlOC9 #neowin
2,RT @iPadPowerUsers On Google+ then go here http://t.co/r4bIDq9D #GPlus #Googleplus #Google #teamfollowback #socialnetwork
2,New #snom Webinar Nov. 2: Accelerate #Microsoft #Lync Deployments with snom #UC. Register here http://t.co/FYyIIMIX #VARs #phones
2,"RT @SharonHayes: Top 50 #Twitter Acronyms, Abbreviations and Initialisms\xa0http://t.co/nEqHcJsY\xa0\xa0/via @ruhanirabin"
2,Don't Cast Your Google Adwords Net Too Wide | Mike McCready http://t.co/ms06fehi #google #adwords
3,@ATTCustomerCare @att @apple I already have an iPhone 4 with an ATT contract. Can I buy a factory UNLOCKED iPhone 4S with my contract?
2,"RT @TheMacMob: Sprint, Verizon & AT&T @Apple Stores http://t.co/ZOzR0UUz"
2,WOW that #AmberCole video hit #Google!! I'm done haha.....
2,Technology 4 StartUp Britain Week: Attracting Customers With SEO and PPC http://t.co/o7tHRXPr #microsoft
1,How #Apple eclipsed #Microsoft http://t.co/1fH0dFGj from @guardian
2,#Microsoft chief admits lucky escape from buying Yahoo! http://t.co/xOqL8Wqh
0,Nice talk by @renatmin #KenyaOpenDoor #microsoft #community
2,"@NoVaTyler I lost a lot that I paid for @apple @WordsWFriends etc! #nothappy oh well, poop happens"
2,"www.geoloco.tv - #Geoloco, future of tech, brands, ads in location revolution - 11-3 San Francisco - keynotes #Google, #Facebook, #Starbucks"
2,"@WonderLaura, Please cld u send me steps on how to add a custom .master files through SPD 2010. i just downloaded some files from #Microsoft"
2,"Samsung Galaxy Nexus - the new official Google smartphone with Android 4.0 Ice-Cream Sandwich"" http://t.co/S8hSL06q #Google #Android"""
2,@Apple's Steve Jobs Gets His Day | PCWorld http://t.co/6gT6w2Od
2,"I just installed the new Twidroyd for #Twitter on my #Android Phone - It's #Free, give it a try. http://t.co/UGPTuUcZ"
3,Dear @Apple... If I make love to iCloud will ALL THE THINGS have my babies?
2,"Rocawear Heads to China, Building 300 Stores  - http://tinyurl.com/nofet3"
0,the nice guy at the @apple store replaced my phone gratis when I showed him the hairline  crack on the screen. thanks @apple
1,"RT @mainey_maine: RT @ItalianJoya i better be able to see my RT's tomorrow #twitter and tell that lil blue ass bird, (cont) http://t.co/ ..."
3,Windows Phone Tango and Apollo to have new screen resolutions? http://t.co/KJwugoM3 #WP7 #Microsoft
2,#Microsoft #Search Idea Could Let You Search Like Miley http://t.co/JoMucrMb
2,"SO IT'S BEEN A LOOONG MINUTE \nBUT #TWITTER, IM BACK \n& WITH A CLOTHING LINE!\n\n#SWAGG"
2,RT @fizzyclare: @TonyCoyle_biz @SayYesToIndy @YesDayScotland @iain4546 @jakimccarthy SNP could campaign south of border and then take the n\...
2,@Brittjje #MICROSOFT
1,"I Will NEVER Buy a Government Motors Vehicle: Until just recently, I drove GM cars. Since 1988, when I bought a .. http://tinyurl.com/lulsw8"
0,@NorwichBK Thank you! Better for all in the end so worth it  ^OG
2,Apple Users Get The official Kalifornia Cavi App on your Apple Device now on  - powered by @Apple - Download it free http://t.co/HlGnvlRw
2,"@LegiondaChosen1: Check out Big Hit feat. LegiondaChosen1 - I'm On 1 - Freestyle"" - http://t.co/IfxU5Za0 #Google Me!!"""
2,Instead of updating your #Twitter why don't you update your life!
2,http://t.co/gAPEyL5N #Harmonix #Microsoft
2,"Ballmer Feels Lucky Microsoft Didn't Buy Yahoo in 2008, http://t.co/mPZoilRs #microsoft"
1,Ahh...got rid of stupid time warner today &amp; now taking a nap while the roomies cook for me. Pretty good end for a monday :)
2,#Microsoft applies for celebrity search #patent. #bing-o http://t.co/vaDvkMSk #HermanCain.co directs you to...#RonPaul http://t.co/8Qgp5J48
0,yumyumyum...I want Ice Cream Sandwich... #google #android
0,Good support fm Kevin @apple #Bellevue store 4 biz customers TY!
2,"RT @fredbenenson: Hey @twitter and @apple, this is pretty dumb. http://t.co/kubkPO0T"
2,RT @qmatteoq: Leaving for #smau : I'll be at the #Microsoft stand as a trainer for the #wpdev labs. Meet me there!
2,"Sdk available now, so you can develop apps for the phone and tablets right now. #Android4.0 #Google"
2,Just walked in the door of the #Microsoft #kenyaopendoor conference...
2,"RT @MSAnyWhere: Microsoft opens the spigot, Windows Phone Mango available to all #microsoft #windowsphone http://t.co/Fpv2yDof #microsoft"
2,"I tried to explain why you would do The #Twitter "" :   &#8220;The Twitter&#8221;: http://t.co/opjnrXlb @jefferypjacobs"""
2,at safeway with dad
3,@Bestbuy or @Apple to purchase my imac
2,Interesting times when increasing your revenue from $20B to $28B in a recession is considered a disappointment. @apple
0,Can't wait for Ice Cream Sandwich. http://t.co/RtDzjq2U #android #google
1,my dentist was wrong... WRONG
2,@apple store #Towson waiting at Genius bar - huge crowd waiting for #iPhone 4s @michaelmark @nicolelil http://t.co/x92sweCh
0,Love #ios5 Easter eggs. Pull down from middle top to bottom and see what pulls down. Awesome little feature! @apple #lovemyiphone
2,My next phone samsung galaxy nexus. Ice cream sandwich 4.0. #android #google http://t.co/mjYSLzie
1,I hate my @apple computer.  Thats 3500 dollars down the drain.
2,"RT @HaendelBalzora: dear @apple please invent FaceTime Voicemails."" sincerely"" haendel balzora jr. #apple"""
2,"Google Docs presentation makes PowerPoint weep, beg for mercy http://t.co/9rVHs6jk via @engadget #google #powerpoint #microsoft #haha"
2,And here's the run-down on #Android4.0 aka #IceCreamSandwich http://t.co/f1V3HJAe #google
1,@apple why is my iPhone battery so crappy #fail
2,"Google details Android 4.0 Ice Cream Sandwich, offers SDK http://t.co/mShfEQe6 #Android #Google"
2,RT @Xo_Rosibel_: HEY EVERYBODY THAT HAS A #TWITTER FOLLOW ME NOWW @Aye_Cassandra @TeenSwagQuotess @_FcknJane @autumn_tarbania @Ayoo_Mari ...
2,it runs the world #twitter
1,#WindowsPhone7 would get a lot more blog and review love if #Microsoft provided a tool to grab screenshots. It's nearly impossible #wpt
3,Trying to identify a #constantcontact expert - anyone on #twitter?
2,"RT @MichaelKroker: Steve Ballmer: #Nokia to reveal multiple #Windows Phone devices next week, #Microsoft may make their own - http://t.c ..."
1,should be studying/ doing work but no I'm hold with @apple HURRY THE FUCK UP! #nopatience
2,"Phone app redesigned to be unified with google voice, etc. Has fast forward and rewind capabilities as well. #Google #Android #ICS"
2,RT @CRMStrategies: Great Tech War of 2012 http://t.co/64jGRoBp @FastCompany profiles @Amazon @Apple @Google @Facebook on @CNBC /ht @phil ...
0,So THANKFUL for the incredible people @apple for going above and beyond and offering to and replacing my  water-damaged Macbook Pro!!! Wow!
2,"@moLifer26 @apple When we find people standing in the middle of blood-soaked rooms saying, Siri told me to?"" #noreallyihearvoices"""
2,The new Samsung Galaxy nexus..\n\nhttp://t.co/UtbpXrsj \n\n#Android\n#Samsung \n#Google \n#WoW\n\nCC @kha1989led \n@eisaahmad
0,Not Bad! @Apple Sells Over 4 Million #IPhones in Debut Weekend - Bloomberg http://t.co/AVSl3ygU - #smartphone #sm RT @VinodRad
2,"SeNews : Ballmer: 70% Of The Time, Google & Bing Are The Same, So Try Bing! #Microsoft #Bing : http://t.co/6RmJ9Bgn"
1,"With #Windows 8, #Microsoft can't forget past antitrust issues http://t.co/z4jWLQVu"
1,@APPLE Wow @MOTOROLA Just crushed your dreams....
1,@apple cu
0,#Google Me!!!!!!!!
2,Galaxy Nexus #GalaxyNexus #Android #Google http://t.co/AWJHxwGT #followme
2,Samsung Galaxy Nexus & Android 4.0 Quick Specs - http://t.co/s1QfUznv #galaxynexus #android #ics #samsung #google
2,Microsoft Roslyn CTP is finally out...Check it out http://t.co/cSTAnsLF #roslyn #visualstudio #compiler #csharp #net #microsoft
2,The most important KPIs in #Google #Analytics: http://t.co/uUzhIMGv #marketing #webmaster
2,#Microsoft Explains and Refines the #Windows 8 Start Screen - http://t.co/IIlXENKI #ux #ixd
1,"I have concluded, having used it since March, that Windows 7 Ultimate is a complete catastrophe. Mr Gates, you have lost the plot #Microsoft"
2,RT @Pocketlint: Ballmer on Nokia: Really looking forward to bunch of new devices next week http://t.co/xjUwssZs #wp7 #nokia #Microsoft
2,#wendywilliams just said she was a woman bitch please stop lien on #twitter and on #nationaltv we all know your a man
2,#Twitter Buzz Builds for the #Occupy_Wall_Street Movement [CHARTS] http://t.co/znFYtK9P @mashable #social
2,#EvolutionOfIT #cloud event @BenchmarkLearn can any #microsoft or @MSLearning folks help create us a windows azure pass ex. BLAZURE ??
2,Video of livestream of the Google/Samsung announcement froze. Damn my slow internet connection. #Google #Samsung
3,"Will the #Galaxy #Nexus be coming to #Sprint? No mention of price, carriers, or source release for ICS. Give us those info #Google!"
2,New Galaxy Nexus: App Improvements -  Beam - sharing using NFC #nexus #samsung #google #android bit.ly/nEJbyE
1,@broskiii OH SNAP YOU WORK AT AT&amp;T DON'T YOU
0,"@SoChi2 I current use the Nikon D90 and love it, but not as much as the Canon 40D/50D. I chose the D90 for the  video feature. My mistake."
0,@apple the iPhone 4s is great #genius
0,I just add my profile on the #Google+ WebGL Globe project. Add yours ! http://t.co/lpuc3xot v\xeda @AddThis
2,"#google+ ...thoughts? to sign up or not to sign up, that is the question..."
2,Great Tech War of 2012 http://t.co/64jGRoBp @FastCompany profiles @Amazon @Apple @Google @Facebook on @CNBC /ht @philsimon
1,Pissed at Time Warner for causin me to have slow internet problems
0,Obama's speech was pretty awesome last night! http://bit.ly/IMXUM
0,"Will watch this one with interest! RT @RossMistry: #Microsoft Codename Data Explorer"" CTP Coming ... http://t.co/kvJSerCj via @scottyd99999"""
2,"#Google confirms #Nexus S will get #Ice_Cream_Sandwich -- for real this time (#Gingerbread devices, too) http://t.co/4x69YDfE"
1,"At safeway on elkhorn, they move like they're dead!"
2,#SteveJobs memorial at the Leawood @Apple store. http://t.co/UVgb05G6
0,Been off twitter for a few days as I smashed my iPhone but @apple were very nice and gave me a new one :)
0,But fb still sucks &amp; #twitter beats it anyday!
0,"@SusanFelicity One really good thing with #twitter is that most people appear to be on the progressive, left, social side. This scares gov."
3,Having major battery drain issue since updating iPhone 4 to iOS 5.  Anyone else? @AppStore @iPhone @apple
1,#twitter is sooo trash ritenow with all dezz #highscoolmemories -__-
2,#Microsoft researchers want to turn your hand into a touchscreen: http://t.co/UoPSyLTO | #Institute #University #accuracy #applications
1,Having the old Coca-Cola guy on the GM board is stupid has heck! #tcot #ala
2,jquery Selectors http://codylindley.com/jqueryselectors/
3,"And my favorite, is @danielltosh gay?"" #Google #autocomplete"""
2,...now with Siri were talking to our iPhones... how will we ever know if people are really truly crazy? :P \n#iphone4s #Siri #apple @apple
2,"Samsung Galaxy Nexus Official, Launches Worldwide November - http://t.co/UX1CiB6A #galaxynexus #samsung #google #ics"
2,Today's headline: @apple reports lower 4Q earnings. Headline in 3 months: @Apple reports record Q1 earnings.
2,A New Landscape for Retail Banking: New report from #Efma with #Microsoft http://t.co/2XNz3F9C
3,@apple Why don't you have a wireless remote for Keynote presentations w a MacBook Air?  Nobody wants to see the pith man navigate w a iPhone
0,#android 4.0!!  Ice Cream Sandwich will now make all other smartphone operating systems look outdated.  #Androidbeam Wowww..  #google
1,Going to the dentist later.:|
0,"Check this video out -- Introducing Galaxy Nexus. Simple, beautiful, beyond smart http://t.co/fiTI6ZIA \u900f\u904e @youtube #android #nexus #google"
2,#Android #Google The Galaxy Nexus' System Apps Have Been Dumped http://t.co/LCZNPDHR #DhilipSiva
2,On Google+ then go here http://t.co/86xwWN2d #GPlus #Googleplus #Google #teamfollowback #socialnetwork
2,Google updates Nexus site with Galaxy Nexus details http://t.co/LaSn4ol0  #android #google
2,http://t.co/18xg3ivo! #Google's Ice Cream Sandwich Official http://t.co/7h5YdQCN #android #icecreamsandwich
0,Thank god Gmail app has been redesigned under Android 4.0. Conversations automatically expanded. #Google #Android #ICS
2,"@IGoHard_NoBONER Yooooo Mena Malia"" lOl I love your #Twitter name"""
2,@sarahhjessica your seriously addicted 2 #twitter
2,#Twitter'OFF
3,There is a chance? #Microsoft and #Mobile http://t.co/p4ChgGwg
0,@the_real_usher LeBron is cool.  I like his personality...he has good character.
2,Goodnight #twitter see you in the morning for another #successful day!
0,I just sent my grandma a post card using my #CardsApp thanks @Apple
0,@apple loving the new IOS5 upgrade for the iPhone!
0,"#Siri now knows who my dad, mom, brother and girlfriend is.  Thanks @apple"
0,"Very Interesting Ad from Adobe by Goodby, Silverstein &amp; Partners - YouTube - Adobe CS4: Le Sens Propre http://bit.ly/VprpT"
2,@95hm You can directly share your #Facebook photos on #Twitter with http://t.co/wYD5RnxN
2,@tvnewschick @apple Oh no! Why not?! I want it to be love-love-love! It's a lot of dough to spend otherwise...
1,Bummer!  My @Yahoo! iPad fantasy football app keeps crashing; not sure if it's the app or the new @apple iOS 5. Only two apps running.
0,@Apple Safari Reader owns the worldwide web
2,@coatgal @apple considering his circumstances - suffering faults on/off for long periods -They replaced his phone with a new as a  goodwill
0,Now all @Apple has to do is get swype on the iphone and it will be crack. Iphone that is
0,@Pmillzz lebron IS THE BOSS
2,"Microsoft #Cloud Services, ...federal government appears to have resulted in a decision favoring #Microsoft http://t.co/bz0uabpP"
3,when is @apple gonna update the fact that i can't see emoji on twitter for mac?
0,Loved the introduction of the Google Galaxy Nexus & Ice Cream Sandwich. Really looking forward to my new phone #android #ics #nexus #google
0,@itsinyoutogive Thank you! I see it now
2,still hungry after eating....
2,Galaxy Nexus Promotion Video http://t.co/JIV8z67u #samsung #google #android #ics #smartphone
2,"I'm not a windows phone fan, but I'm a #Metro UI fan, which, IMO, has been fortunately (or sadly) copied by #Google into #ICS."
0,WOW the new #Google #Nexus is just beautiful. totally gonna boost google's market share in the smart phone market.
2,#Microsoft Office v. X for Mac [Old Version] Review: Computer Software Plus  Education Computer Software Sales http://t.co/4GdWlnNM
2,#Google #Cloud Epson Artisan 837: According to Epson you can also upgrade the printer to support Google Clo... http://t.co/D6gFyji3 #TCN
1,Had ma Ipas not 24 hours an I jailbroke it...now its SHAGGED itunes won't letme restore it @apple SYM!!!!
2,01:50 no #msn e no #twitter \ne #Facebook.
2,How to oranise and sort your emails with the categories feature in #Microsoft #Outlook - http://t.co/NSpqbzFZ
2,#Samsung & #Google unveil latest #Android #phone using #IceCreamSandwich http://t.co/eHoeBMDW
3,@mcp111 @apple @AppStore Why are you asking us? Apple don't read messages on Twitter... and Apple aren't @Apple either
2,Well we should knw that this isnt the app from #google unlike #Apple.
2,"@Apple store dude i hear an accent where ru from?"" me ""no from ct"" but ur not 1st 2 tell me that"" dude ""maybe its... http://t.co/93Ztje8p"""
3,What do u think of Location Lock's new #twitter #logo? Can u see the cross hairs for when GPS tracking locks on 2 ur fleet vehicle?
2,iPhone May Get Radio Tagging and Nike  : Recently-released iTunes version 8.2 suggests that VoiceOver functional.. http://tinyurl.com/oq5ctc
2,@davidcohen Sounds like 2nd day strategy isn't working. We got ours yesterday - in and out in no time. @Apple staff awesome/efficient!
2,#Android #Google Samsung Galaxy Nexus Gallery http://t.co/wUnmSQL6 #DhilipSiva
0,@tonyhawk http://twitpic.com/5c7uj - AWESOME!!! Seeing the show Friday at the Shoreline Amphitheatre. Never seen NIN before. Can't wait. ...
1,@betweensundays Ah! Yeah...should be an option...hopefully @apple figures that out. Thx
2,@iTaylor_Simpson u post on #twitter to much like ery 5 sec #Damn
2,"#Microsoft's Ballmer Trashes Android, Touts Skype\n http://t.co/96BMOxv4"
1,Houston we have a problem!! My iPad has been restoring for 12+ hours after installing @apple IOS5. This can't be right....
2,"Great Mission :: Ice Cream Sandwich, #Google mission was to build a mobile OS that works on both phones and tablets"
2,TechNet Blogs- Technical Overview of #DuetEnterprise for #Microsoft #SharePoint and #SAP http://t.co/o9V1J49v
2,#LOL #google http://t.co/aeJ1Vrgj
2,"If #Microsoft earnings disappoint, blame consumer PC sales http://t.co/xEKwTlUg"
